runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
2.60471,12886,13020,6951,6951,21,4.7,1.29751,0,4.27243e+07,965376,1801697,131710,1890,0.0548917,LNS(PP;PP),random-32-32-20-instances/random-32-32-20-random-2.scen
