runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.0695129,2589,2834,2203,2203,21,3.3,0.0189507,0,2.7792e+06,20340,55650,575,311,0.0176242,LNS(PP;PP),random-32-32-20-instances/random-32-32-20-random-1.scen
