runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.508369,55739,56167,46719,46719,3,1.5,0.424785,0,6.49402e+07,183003,405625,21582,315,0.93749,LNS(PP;PP),ost003d-instances/ost003d-random-1.scen
0.48863,55739,56167,46719,46719,3,1.5,0.404423,0,6.49404e+07,183003,405625,21582,315,0.959329,LNS(PP;PP),ost003d-instances/ost003d-random-1.scen
