runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.034363,0,12282,5,12252,6498,7,8,0.000757375,0.116878,811742,1568534,109086,1975,0.0569182,InitLNS(PP),random-32-32-20-instances/random-32-32-20-random-3.scen
