runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
1.78962,12282,12169,6498,6498,21,7.35,0.660581,0,4.1641e+07,811742,1568534,109086,1975,0.0569182,LNS(PP;PP),random-32-32-20-instances/random-32-32-20-random-3.scen
