runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.000925625,0,2739,1,2738,2286,2,8,0.000257667,0.000667958,32405,80481,918,359,0.0184196,InitLNS(PP),random-32-32-20-instances/random-32-32-20-random-2.scen
