runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.226297,17755,18023,15687,15687,16,1,0.0859272,0,1.48894e+07,32173,84797,572,117,0.375856,LNS(PP;PP),ost003d-instances/ost003d-random-2.scen
0.12796,17755,18023,15687,15687,16,1,0.0560356,0,1.48895e+07,32173,84797,572,117,0.314103,LNS(PP;PP),ost003d-instances/ost003d-random-2.scen
