runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.0320193,0,46710,1,46711,43126,3,4.5,0.00797592,0.0240434,580321,1920252,89058,980,0.995266,InitLNS(PP),ost003d-instances/ost003d-random-5.scen
