runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
1.87102,13001,12999,6542,6542,21,5.15,0.899567,0,4.64991e+07,885470,1556503,175748,1645,0.0577455,LNS(PP;PP),random-32-32-20-instances/random-32-32-20-random-1.scen
