runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.0599352,0,13001,23,13095,6542,11,8,0.000855417,0.472916,885470,1556503,175748,1645,0.0577455,InitLNS(PP),random-32-32-20-instances/random-32-32-20-random-1.scen
