runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.100445,17772,18287,16132,16132,3,1,0.0751734,0,1.18079e+07,46270,85540,12443,114,0.314564,LNS(PP;PP),ost003d-instances/ost003d-random-1.scen
0.0968644,17772,18287,16132,16132,3,1,0.073681,0,1.18079e+07,46270,85540,12443,114,0.318231,LNS(PP;PP),ost003d-instances/ost003d-random-1.scen
