runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
3.58146,48795,51821,44343,44343,16,2.2,0.313592,0,3.20581e+07,540063,1940766,66744,994,0.928369,LNS(PP;PP),ost003d-instances/ost003d-random-3.scen
3.45727,48795,51821,44343,44343,16,2.2,0.309151,0,3.2058e+07,540063,1940766,66744,994,0.923373,LNS(PP;PP),ost003d-instances/ost003d-random-3.scen
