runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.378892,16407,16973,15533,15533,16,1.4,0.0603938,0,6.29287e+06,76125,216383,10391,201,0.32967,LNS(PP;PP),ost003d-instances/ost003d-random-5.scen
0.360063,16407,16973,15533,15533,16,1.4,0.059607,0,6.29286e+06,76125,216383,10391,201,0.30986,LNS(PP;PP),ost003d-instances/ost003d-random-5.scen
