runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.142454,15898,16112,14511,14511,21,1.25,0.059455,0,9.98632e+06,38153,90586,5461,121,0.313364,LNS(PP;PP),ost003d-instances/ost003d-random-3.scen
